OSD,pv,1
0,0
1,7.09385e+09
2,5.05542e+09
3,0
4,0
5,0
6,1.97099e+09
7,0
8,0
9,0
10,0
11,0
12,4.07657e+08
13,0
14,0
15,0
16,0
17,5.68829e+08
18,1.74622e+10
19,0
20,0
21,1.56727e+09
22,0
23,0
24,1.05554e+09
25,4.47362e+09
26,0
27,6.33065e+09
28,2.00062e+09
29,5.79812e+08
30,0
31,0
32,0
33,4.66213e+09
34,1.09908e+10
35,0
36,0
37,1.14079e+10
38,5.71852e+08
39,0
40,0
41,1.16316e+09
42,1.83904e+09
43,0
44,0
45,0
46,0
47,0
48,0
49,3.59523e+09
50,8.99878e+08
51,0
52,0
53,5.0948e+09
54,9.42795e+09
55,0
56,0
57,0
58,0
59,7.62957e+09
60,0
61,0
62,0
63,1.58827e+09
64,0
65,2.85465e+09
66,0
67,0
68,0
69,0
70,6.89925e+09
71,2.67667e+09
72,0
73,2.64153e+08
74,0
75,4.12705e+08
76,0
77,0
78,0
79,0
80,0
81,0
82,2.88684e+09
83,0
84,0
85,0
86,4.09164e+09
87,1.93451e+10
88,7.75652e+06
89,0
90,7.80065e+08
91,0
92,1.48445e+10
93,0
94,4.68822e+09
95,0
96,0
97,3.38992e+09
98,8.17628e+09
99,3.58255e+08
100,4.1099e+08
101,0
102,0
103,8.58813e+09
104,0
105,1.77279e+10
106,0
107,1.8342e+09
108,0
109,1.36742e+09
110,1.59809e+09
111,2.45817e+10
112,0
113,8.45562e+09
114,0
115,0
116,0
117,0
118,0
119,0
120,3.62876e+09
121,0
122,0
123,0
124,0
125,0
126,0
127,5.80681e+09
total OSD: 128 hot OSD: 49
